,text,tanggal,bahasa
3562,@aeniez Mmg ada side effect. But some people cakap org yg ade side bukan sebab booster/vaksin pun. Maybe dh ade penyakit je. Just happen lepas vakisn tiba tiba ada. But aku pun ade side effect. Aku xleh cangkung lama lama. Sakit gile. Lepastu after a day muscle sore macam marathon.,2022-02-10 05:32:25+00:00,in
3564,Demam penangan dek vaksin semalam . Sebelum ni booster terlepas sebab takde notifikasi 😌 Lepas tu hari² tengok mysejahtera. Takde jugak. Last sekali walk in sahaja.,2022-02-10 05:31:10+00:00,in
3565,#Jogja |  Sebanyak 1.000 Warga Pasar Argosari Gunungkidul Mendapat Suntikan Booster Vaksin  https://t.co/LrecmzR2jd,2022-02-10 05:30:54+00:00,in
3566,#JogjaNews | Sebanyak 1.000 Warga Pasar Argosari Gunungkidul Mendapat Suntikan Booster Vaksin  https://t.co/06EE15NXKK,2022-02-10 05:30:43+00:00,in
3567,"@abcdefvcking Tp serius ada, setiap hari, untuk vaksin 1, 2, dan booster",2022-02-10 05:30:37+00:00,in
3568,"Dalam artikel sama towkay vaksin pun tak galakkan booster dan cadangan vaccine 4 ke 5 tahun sekali tu sama macam sebelum ni untuk typhoid, ni setahun 3 kali apa ke jadahnya ni https://t.co/DFzLhB7v2D",2022-02-10 05:30:01+00:00,in
3569,"Antri vaksin booster 3 jem, wajar kali ya tensi 130/80 wkwk",2022-02-10 05:28:15+00:00,in
3570,"Hbs vaksin booster kemarin siang, malemnya langsung demam, sekarang juga masih demam naik turun terus🤒

Maafkan blm bisa support temen2 mutual, ngangkat hp aja udh pusing bgt🥴

Doain aku cpt sembuh ya guys😭🙏🏻",2022-02-10 05:28:02+00:00,in
3571,"RT @irawan_handy: fakta kawan sy, habis vaksin  kedua dinyatakn covid, skrg udh vaksin booster 1, dan skrg dinytakan positif covid .
sunggu…",2022-02-10 05:27:59+00:00,in
3572,@diahwidana Booster pake vaksin apa eyang?? Efeknya gmn eyang?? Kel gtp udh pada booster blm eyang??,2022-02-10 05:27:52+00:00,in
3573,Alhamdulillah hari ini udh vaksin booster. Smg sehat selalu🤲🏻,2022-02-10 05:27:51+00:00,in
3574,"Towkay vaksin sudah masyukk corona dia declare habis, kat negara ni beli vaksin berlambak dia paksa ambik booster, sampai agong pun kena lobi jadi salesman vaksin 😆

https://t.co/6NHw0MhLGp",2022-02-10 05:26:39+00:00,in
3575,"sebeluk korang dapat redeem ticket kitorang akan make sure this few things.

- submit maklumat diri (contact tracing)
- negative covid-19 (kelestarian ekonomi/keselamatan)
- my sejahtera (bukan merah)
- sijil vaksin / booster
- faham peraturan show dan enjoy!",2022-02-10 05:26:08+00:00,in
3576,Akhirnya dpt info juga booster pake jenis vaksin yg mana 😂,2022-02-10 05:26:00+00:00,in
3578,"Vaksin Merah Putih mulai diuji klinis fase 1. Nantinya vaksin ini tak hanya dipakai sebagai booster di RI, tapi juga dihibahkan ke negara di Benua Afrika. https://t.co/BHFWiMfmSu",2022-02-10 05:25:43+00:00,in
3579,ya allah vaksin booster malah berakhir demam menggigil ampe gak bisa tidur,2022-02-10 05:24:32+00:00,in
3580,"Stop Pilih-pilih Vaksin Booster!
https://t.co/D0SqnoulMW",2022-02-10 05:24:00+00:00,in
3581,"Berlagak btul tknk amik booster
Nnti tk dpt masuk mall baru nak lari g amik booster 
Time tuh dh tk pkir dh vaksin tuh racun ke ape. 
Itulah masyarakat skrg 🤷🏻‍♀️😏
Mentality pelik2
Amik booster utk kshtn bukn tggu tkleh berjimba bru nk amik
Plis ada kesedaran yg btul",2022-02-10 05:23:04+00:00,in
3582,Melakukan pengamanan dan memonitor giat vaksinasi dosis 1  dan II  serta vaksin Booster  kec. Pegajahan Kab.sergai. https://t.co/x5cruOtaAq,2022-02-10 05:22:57+00:00,in
3584,"wonpil semangat :( mau aku bantu tonjok covidnya ga? :( aku udah vaksin 2x pil, paling awal maret booster :(",2022-02-10 05:20:05+00:00,in
3585,dpt vaksin booster yg lewat gotix dapetnya tgl 16,2022-02-10 05:19:54+00:00,in
3586,Mau vaksin booster syarat nya harus bawa fotokopi KTP dan bukti vaksin 2 (e-tiket/sertifikat vaksin) yang difotokopi. Difotokopi.,2022-02-10 05:19:36+00:00,in
3587,"Kehadiran Covid-19 dengan varian baru Omicron, menimbulkan banyak pertanyaan di masyarakat. 

Yuk! Kupas Tuntas Omicron &amp; Vaksin Booster bareng dr. Adam Prabata yang ditemani moderator cantik dr. Syarifah Jannatin Aliyah. 

Don't miss it yaa Sob

#AktivitasTanpaBatas
#Omicron https://t.co/QAJD9sddoZ",2022-02-10 05:19:25+00:00,in
3588,maju enha bsk aku vaksin booster,2022-02-10 05:18:41+00:00,in
3589,RT @bbbekti: @kisbet_ saya sih nggak ada efek apa2 dari vaksin booster/pfizer.,2022-02-10 05:18:12+00:00,in
3591,@kisbet_ saya sih nggak ada efek apa2 dari vaksin booster/pfizer.,2022-02-10 05:17:41+00:00,in
3593,"gini nih anjing, gue terlalu ignorant jadi gabisa vaksin booster",2022-02-10 05:15:43+00:00,in
3595,@banjarbase Vaksin 3 lwn booster tu beda kah sama yo,2022-02-10 05:12:37+00:00,in
3596,"Sejalan dengan langkah-langkah pencegahan dan peningkatan kewaspadaan atas penyebaran
COVID-19, KPPN Parepare mengkoordinasikan pemberian vaksin booster kepada seluruh pegawai. https://t.co/IgbQfXOw0K",2022-02-10 05:12:25+00:00,in
3597,"RT @KominfoKabMlg: Vaksin booster sudah mulai dijalankan nih, dan ibu hamil masuk dalam kategori yang diprioritaskan. Jika sedang hamil, ad…",2022-02-10 05:12:12+00:00,in
3598,"@urclingybby_ Vaksin booster, biasanya setelah 6bln dari vaksin kedua Stell",2022-02-10 05:12:10+00:00,in
3599,"Kehadiran Covid-19 dengan varian baru Omicron, menimbulkan banyak pertanyaan di masyarakat. 

Yuk! Kupas Tuntas Omicron &amp; Vaksin Booster bareng dr. Adam Prabata yang ditemani moderator cantik dr. Syarifah Jannatin Aliyah. 

Don't miss it yaa Sob

#AktivitasTanpaBatas
#Omicron https://t.co/UgJLou6eDp",2022-02-10 05:11:58+00:00,in
3602,I brain hurt la tengok stories hantar anak vaksin paling laju dalam kereta tak pakai car seat/booster/seat belt.,2022-02-10 05:11:04+00:00,in
3603,Ribuan Sivitas Akademika Telkom University Terima Vaksin Booster Covid-19 https://t.co/KScW6SKmYv,2022-02-10 05:10:24+00:00,in
3605,"Pastikan seluruh masyarakat laksanakan vaksin tahap 3 (booster) Kapolresta Tangerang meninjau Gerai Vaksinasi Presisi Polri untuk Karyawan Pt Starmas 

https://t.co/o4vBGs8y3L",2022-02-10 05:09:30+00:00,in
3607,Tidak perlu takut vaksin booster. Jangan Abaikan Prokes https://t.co/RrrLukY2UP,2022-02-10 05:08:57+00:00,in
3608,Vaksin booster aman untuk masyarakat. Jangan Abaikan Prokes https://t.co/Ggqzw8b0WC,2022-02-10 05:08:54+00:00,in
3609,Vaksin Booster Heterolog. Jangan Abaikan Prokes https://t.co/xWFelocWQa,2022-02-10 05:08:44+00:00,in
3610,"Yuk, vaksin booster dulu gaes...
https://t.co/pFCsRE7bNy
@Commandsurabaya @BanggaSurabaya @SapawargaSby  @dinkesjatim @KhofifahIP 
#COVID19 #BongkarSkandalMafiaPCR",2022-02-10 05:08:34+00:00,in
3611,"Tunggu Lampu Hijau dari WHO, Vaksin Merah Putih Akan Digunakan Untuk Booster Anak https://t.co/wu6Tby5Un2",2022-02-10 05:08:05+00:00,in
3612,"@dellecore Gratis dooong, khusus pfizer vaksin 2 sama booster",2022-02-10 05:07:57+00:00,in
3613,"Terharu banget tadi pas vaksin booster, abis ngambil riwayat vaksinnya, dipanggil sama dokternya ditanya kabar. Full pake scrub, masker + face shield jadi gue ngga ngenalin, ternyata temen sekolah. Ngobrol bentar dan dia manggil karena masih inget nama lengkap w. 🥲",2022-02-10 05:06:32+00:00,in
3614,"Tepat pada Perayaan Hari Pers Nasional (HPN) tahun 2022, puluhan wartawan yang bertugas di Sidoarjo mengikuti vaksinasi ketiga atau booster di Pendopo Delta Wibawa Sidoarjo, Rabu (9/2/22).

Baca selengkapnya di:
https://t.co/NyWUlkQ1T0

#klikjatim #referensijatim #hpn2022",2022-02-10 05:05:53+00:00,in
3615,@e100ss https://t.co/Ajr9MICcza,2022-02-10 05:05:47+00:00,und
3616,Mau vaksin booster..,2022-02-10 05:05:44+00:00,et
3617,"@e100ss jangan lupa vaksin dulu
https://t.co/Ajr9MICcza",2022-02-10 05:05:31+00:00,in
3618,"@e100ss josss
https://t.co/Ajr9MICcza",2022-02-10 05:04:51+00:00,und
3621,"@e100ss kesempatan vaksin booster kawan
https://t.co/Ajr9MICcza",2022-02-10 05:04:13+00:00,in
3623,"@e100ss booster dulu biar gak kena Omicron
https://t.co/Ajr9MICcza",2022-02-10 05:03:20+00:00,in
3624,"#BeritaSampit
Kodim 1016 Palangka Raya Gelar Vaksinasi Booster https://t.co/CrRenV0Uw5 PALANGKA RAYA - Kodim 1016 Palangka Raya menggelar vaksinasi Covid-19 dosis ketiga atau vaksin booster (penguat) kepada seluru... https://t.co/EDnnEOeomQ",2022-02-10 05:03:15+00:00,in
3625,1st dose dgn 2nd sakit lengan je. Booster ni dtg nyut2 gak kat tempat cucuk tu. Ko jgn bersikap KAREN ya!! Dasar vaksin america!! https://t.co/z40MbrvPyd,2022-02-10 05:02:56+00:00,in
3626,Duh.. Mulai disuruh vaksin booster 😞,2022-02-10 05:01:32+00:00,in
3627,"RT @bawaslu_RI: #SahabatBawaslu Bawaslu melaksanaan pemberian vaksin booster Covid-19 untuk seluruh jajaran pegawai Bawaslu RI, Kamis 3 Jan…",2022-02-10 05:01:19+00:00,in
3628,"Ayooo Vaksin Booster dulu lurrr...
https://t.co/Ajr9MICcza
@e100ss @HumasPoldaJatim @PolrestabesSby @polantassby @SurabayaTerkin1 @infosurabaya @cakji1965 @kulinersurabaya @eventsurabaya @infosda @InfoDarjo @infoGRESIK @Supermal_PTC @GrandCitySBY @GalaxyMall @reijatim_web",2022-02-10 05:01:15+00:00,in
3629,"Jangan Abaikan Prokes
Vaksin booster heteroloh meningkatkan antibodi https://t.co/C4mxuIMeSO",2022-02-10 05:00:49+00:00,in
3631,"alasan cpt cari vaksin booster , ga mau dpt booster merah putih 🤭",2022-02-10 04:59:27+00:00,in
3632,Babinsa Kel. Sembungharjo dan Babinkamtibmas serta Lurah Banjardowo melaksanakan pendampingan pelaksanaan Vaksin Booster yang diikuti sebanyak 51 Orang di Wil. Kel. Sembungharjo https://t.co/gSuGpt2075,2022-02-10 04:58:06+00:00,in
3633,RT @mediaindonesia: Perkumpulan Obstetri dan Ginekologi Indonesia (POGI) merekomendasikan agar ibu hamil mendapatkan suntik booster minimal…,2022-02-10 04:58:05+00:00,in
3635,"Ada keluhan terkait vaksin booster dan penyakit lainnya? langsung telekonsultasi dengan dokter Prixa dan jangan ragu menggunakan fitur pesan-antar farmasi di https://t.co/Kgr3pNXlUb

#PrixaSekarang
#Covid19
#VaksinBooster
#VaksinasiCovid",2022-02-10 04:58:02+00:00,in
3636,"Kawula Prixa sudah dapat vaksin booster belum? kalau belum, persiapan badan dulu yuk biar lebih fit biar vaksinnya bisa bekerja efektif.... https://t.co/asANamBPRI",2022-02-10 04:57:59+00:00,in
3637,"Lampung Post memberikan vaksinasi booster jenis Moderna, kepada karyawan dan keluarga, di Kantor Redaksi Lampung Post, Kamis, 10 Februari 2022. 

#VaksinBooster #Vaksin #beritalampung #Lampungpost #Lampostco
https://t.co/733yMB8VFr",2022-02-10 04:55:42+00:00,in
3638,"@gucayyy @cutty_____ Aku belum vaksin booster juga, jadwal belum ada yang pas. Yang hari sabtu hanya di Pirngadi.",2022-02-10 04:55:26+00:00,in
3639,Giat vaksin anak di sekolah dasar dan Vaksin booster di perkantoran PEMKAB OKUT https://t.co/hB6VeRROY6,2022-02-10 04:55:05+00:00,in
3640,Akhirnya beres nganterin si kcl vaksin ke 2x...tinggal mama n papanya booster...moga2 lancar n next week bisa beres,2022-02-10 04:55:01+00:00,in
3641,@bdngfess cek ig nya @infovaksinbdgraya nder. aku tadi abis vaksin booster juga dapet info dari mereka.,2022-02-10 04:54:06+00:00,in
3642,Yeay dah selesai vaksin booster,2022-02-10 04:54:04+00:00,in
3643,"RT @ahmadmdizani: Kalau ikut data laporan, AEFI booster lagi rendah dari dos 1. Jgn lupa report ke mySej yg mengalami kesan smpingan. Kalau…",2022-02-10 04:53:53+00:00,in
3645,"Temen2 yg mau vaksin booster, coba cek tweet ini atau cek di IG yaaa https://t.co/oun50DiTOS",2022-02-10 04:52:53+00:00,in
3647,"Halo #SahabatPemasyarakatan
Jakarta - Kamis (10/02/2022), Kepala dan Pegawai Rupbasan Klas I Jakarta Pusat Kanwil Kemenkumham DKI Jakarta melaksanakan giat vaksin booster di RSU Pengayoman Cipinang.
(rpn)
#kanwilkumhamdki
#kanwilkemenkumhamdki
#KumhamSemakinPASTI
#KumhamProduktif https://t.co/5V0oEOJLpF",2022-02-10 04:52:12+00:00,in
3648,@solehots @DuniaKuli @dabelbigmac @AdamBukhori16 Itu vaksin booster,2022-02-10 04:52:02+00:00,et
3650,"RT @antaranews: Ini dia daftar negara yang wajibkan pelancong dapat suntikan booster sebagai syarat masuk ke negara mereka. 

https://t.co/…",2022-02-10 04:51:35+00:00,in
3652,Perkumpulan Obstetri dan Ginekologi Indonesia (POGI) merekomendasikan agar ibu hamil mendapatkan suntik booster minimal empat bulan setelah pemberian vaksin dosis kedua.  https://t.co/NsBB2mXorV,2022-02-10 04:50:45+00:00,in
3653,"Bersama Grab, Pemprov Jabar Sediakan Vaksin Booster... Bahu membahu melawan pandemi jangan sampai padam.. Yuk bisa yuk Indonesia Sehat!! @ridwankamil @jabarprovgoid @humasjabar @dishub_jabar https://t.co/UKUgv3Ju84",2022-02-10 04:50:18+00:00,in
3655,"Vaksin booster area Surabaya, Jogja, Solo, Madiun atau Magetan adakah?
@e100ss @JogjaUpdate @magetanbanget",2022-02-10 04:48:20+00:00,in
3656,@kosmo_online Tingkatkan antibodi kepala Bana dia.buat rosak gen Dalam badan saja vaksin ni.kj pun tolak booster Lepas Tu nak suruh rakyat cucuk pulak.kalau menteri2 sayang nyawa takut nak mampus Kau ingat rakyat nak suka2 je nak cucuk macam membunuh diri sendiri la,2022-02-10 04:46:59+00:00,in
3659,"@kisbet_ Vaksin kan emang kudu booster seumur hidup. Antivacc mah pokoe imun alami imun alami ajah, tar klo kena ya salahin jokowi lah… enak dah",2022-02-10 04:44:58+00:00,in
3661,Udh vaksin booster. Tinggal kamu yang aku kasih booster https://t.co/OGFy8FWISk,2022-02-10 04:44:46+00:00,in
3662,RT @nafiznazly: Kepada yg belum BOOSTER VAKSIN Silalah pi buat segera!!!,2022-02-10 04:42:43+00:00,in
3664,Tangan tremor abis vaksin booster njir😭😭😭,2022-02-10 04:42:23+00:00,in
3667,"Vaksin booster aman untuk masyarakat
Jangan Abaikan Prokes https://t.co/kFlwEcWvcu",2022-02-10 04:40:53+00:00,in
3668,"Vaksin booster aman untuk masyarakat
Jangan Abaikan Prokes https://t.co/tLkJ6dlNrz",2022-02-10 04:40:52+00:00,in
3669,"Personel Polsek Sepauk monitoring gerai vaksin di Puskesmas Sepauk. 

Disini, masyarakat yang akan vaksin dosis pertama, kedua maupun booster dipersilahkan datang pada saat jam kerja sepanjang bulan Pebruari. https://t.co/DmwgarIm70",2022-02-10 04:40:37+00:00,in
3670,"Radar Bogor : Vaksin Merah Putih Siap Go Internasional, Diproyeksikan Untuk Booster dan Anak &lt;  https://t.co/Aa5JwOEiPr",2022-02-10 04:40:06+00:00,in
3671,@sepdum ada vaksin booster ni wak?,2022-02-10 04:39:46+00:00,tr
3672,https://t.co/T7ySxQTSLd,2022-02-10 04:38:51+00:00,und
3673,Done vaksin ke2  Anak2  dan booster https://t.co/H05G8UOWKW,2022-02-10 04:38:48+00:00,tr
3674,Vaksin booster sudah mulai digalakkan. Apa saja jenis dan dosis vaksin booster yang bisa diperoleh? https://t.co/WlMuYDry11,2022-02-10 04:38:36+00:00,in
3676,"@seesawbyss @cherrybombssom Coba deh langsung ke puskesmas atau tempat yang nyediain vaksin booster, waktu aku booster ticket nya samsek gaada di pertanyain sama mereka, mereka cuma minta liat kita udah vaksin ke2 atau belum",2022-02-10 04:38:14+00:00,in
3677,Urusan vaksin booster aja masih pakai fotokopi KK sih pak @jokowi? Ga ada rencana ganti menteri @kemendagri pak?... Lah itu kan ada huruf E di e-KTP pak... https://t.co/4NTDgbWaj9,2022-02-10 04:37:55+00:00,in
3678,"Abis vaksin booster, butuh mood booster",2022-02-10 04:37:54+00:00,in
3679,RT @harhaarr: Tweeps buat warga Jakarta dan sekitarnya yang mau Vaksin Booster bisa dateng ke Sentra Vaksin Booster di Kementerian Perhubun…,2022-02-10 04:37:21+00:00,in
3680,"RT @budip: @kisbet_ Dapet booster Pfeizer, aman sentosa. Cuma ngamtuk aja. Mirip vaksin 1 &amp; 2 Astra Zeneca.",2022-02-10 04:36:17+00:00,in
3681,"@kabarklaten min, boleh minta info vaksin booster? suwun min 🙏",2022-02-10 04:35:41+00:00,in
3682,"@kisbet_ Dapet booster Pfeizer, aman sentosa. Cuma ngamtuk aja. Mirip vaksin 1 &amp; 2 Astra Zeneca.",2022-02-10 04:35:27+00:00,in
3683,"fakta kawan sy, habis vaksin  kedua dinyatakn covid, skrg udh vaksin booster 1, dan skrg dinytakan positif covid .
sungguh lieur kaaan.
knp gk d anggap sakit biasa aja sih?? #BongkarSkandalMafiaPCR",2022-02-10 04:35:19+00:00,in
3684,https://t.co/4yIFaJuiIX,2022-02-10 04:35:07+00:00,und
3685,https://t.co/KE2QI8cYl9,2022-02-10 04:34:56+00:00,und
3686,https://t.co/77jAeO9VTn,2022-02-10 04:34:51+00:00,und
3687,https://t.co/ilXEzOb2iS,2022-02-10 04:34:45+00:00,und
3688,https://t.co/J2nLMh2h8l,2022-02-10 04:34:40+00:00,und
3689,"Habib Ahmad Alaydrus: Yuk Vaksin Booster

https://t.co/U7VBT9tha3",2022-02-10 04:34:39+00:00,et
3690,https://t.co/hKgTAyvgpw,2022-02-10 04:34:34+00:00,und
3691,https://t.co/yhtwBjGvmA,2022-02-10 04:34:29+00:00,und
3692,https://t.co/M9K1UU7Ftn,2022-02-10 04:34:24+00:00,und
3693,"@pikogliolio @infomalang Cb ke pmi buring.. Barangkali bisa...Krn kmrn pas booster, antrian blkg saya vaksin ke 2 az..",2022-02-10 04:34:23+00:00,in
3694,https://t.co/qQZdMrTtMt,2022-02-10 04:34:18+00:00,und
3695,https://t.co/xB4VXP8StV,2022-02-10 04:34:13+00:00,und
3696,https://t.co/iaato51Xj2,2022-02-10 04:34:07+00:00,und
3697,https://t.co/sTudxBrfiS,2022-02-10 04:34:00+00:00,und
3698,https://t.co/6Sdw9WEdPd,2022-02-10 04:33:52+00:00,und
3699,Alhamdulillah...tetap sehat...tetap semangat...barakallah...Aamiin di Vaksin Booster 10/02/2022( PTKI Medan) https://t.co/930ZxTz4Nd,2022-02-10 04:33:42+00:00,in
3700,"Saya vaksin ketiga alias booster sekitar 2 minggu yang lalu..

Dan skrg saya mengeluh sering pusing, cepat lelah, dan tidak nafsu makan. Namun setelah diberi selembar kertas merah bergambar Soekarno-Hatta, seketika keluhan tersebut hilang.

Memang dzalim vaksin ini. Naudzubillah https://t.co/M38cSYGuH7",2022-02-10 04:33:13+00:00,in
3701,https://t.co/vuXgbqVawC,2022-02-10 04:33:07+00:00,und
3702,https://t.co/P1hSnyDQnV,2022-02-10 04:32:58+00:00,und
3703,Perlu vaksin booster ?,2022-02-10 04:32:49+00:00,tr
3704,"Vaksin Booster Aman Untuk Masyarakat
.. 
Jangan Abaikan Prokes https://t.co/tFFs1yB6GZ",2022-02-10 04:32:35+00:00,in
3705,"mimpi abis vaksin booster tangannya langsung bengkak dan sakitbgt pegelbgt, gataunya pas bangun tangan sebelah kiri ketindihan WKWKWKWK ini lawak sih",2022-02-10 04:32:21+00:00,in
3706,Kado ulang tahun serta ajakan vaksinasi Booster itu bertepatan dengan HPN 2022. #publisherstory https://t.co/SMr3UDLeEc,2022-02-10 04:32:05+00:00,in
3708,"@butterflirts gue blm booster niiih masih lama bgt kayanya🥲 tapi emg denger2 yg abis pada booster malah banyak yg tumbang ya, ditunggu sehari aja peeeeeh itu kalo demam efek vaksin az sehari biasanya cuma kalo pegel tangan itu yg agak lama emgggg",2022-02-10 04:31:36+00:00,in
3709,"Bersama Grab, Pemprov Jabar Sediakan Vaksin Booster 

https://t.co/85mDWIwjPJ",2022-02-10 04:30:38+00:00,in
3710,"Hai, SohIB! @KemenkesRI menerbitkan Surat Edaran (SE) terbaru untuk memperbaharui ketentuan pelaksanaan #Vaksin #COVID19 booster yang berlaku sejak 27 Januari 2022. Seperti apa syarat dan ketentuannya?

#IndonesiaBaik #YangMudaSukaData #Vaksinasi #VaksinBooster #KominfoNewsroom https://t.co/2m7bK34gMT",2022-02-10 04:30:00+00:00,in
3711,Badan gue masih gaenak bet dah ni abis vaksin booster,2022-02-10 04:29:46+00:00,in
3712,Kerjaan kembali banyak di hari vaksin booster dan juga nampaknya akan segera menstruasi hari ini. https://t.co/QHlG4DkOEv,2022-02-10 04:28:50+00:00,in
3713,"Vaksin booster aman untuk masyarakat
Jangan Abaikan Prokes https://t.co/Hk2gBjBZTh",2022-02-10 04:28:27+00:00,in
3714,"Menghimbau masyarakat agar tidak perlu takut vaksin booster
Jangan Abaikan Prokes https://t.co/M91KINNKir",2022-02-10 04:28:05+00:00,in
3716,"Tekan Penyebaran Covid-19, Menteri Johnny: Vaksin Booster Aman, Tak Perlu Lagi Menunda
https://t.co/J4OBqdPJ0r",2022-02-10 04:27:08+00:00,in
3721,"Saya sdh mendapatkan vaksin covid-19 Tahap 3, BOOSTER. Semoga selalu sehat dan aman dari Covid-19. 
Bagi yg belum di vaksin tahap 3, jangan lupa utk ikuti vaksin.. https://t.co/pbr3nllofe",2022-02-10 04:23:14+00:00,in
3722,@aldiocahyos Vaksin booster kan?,2022-02-10 04:22:46+00:00,tr
3724,"AKSELERASI VAKSINASI SERENTAK

Kapolrestabes Sby, Kombes Pol AKhmad Yusep Gunawan meninjau vaksin di ASC Darmahusada Sby. 

Giat serentak di Indonesia dipimpin Kapolri melalui zoom meeting. 
vaksinasi di sby :
Lansia  :
D1 : 101,87% , 
D2 : 93,20%  
Booster : 12,28%
Anak : 90% https://t.co/8yUnvvEL9Q",2022-02-10 04:22:08+00:00,in
